10 32
4 167
          0          1          2          3          4          5          6          7          8          9         10         11         12         13         14         15         16         17         18         19         20         21         22         23         24         25         26         27         28         29         30         31
0.26055908 0.12244070 0.30835196 0.22097936 0.34464863 0.27372995 0.53411722 0.79414678 0.77866358 0.54393375 0.74337888 0.14771090 0.60686874 0.44788510 0.51566607 0.60593647 0.37835416 0.93605191 0.93384492 0.18727002 0.71458572 0.66896534 0.59849203 0.18495281 0.44563827 0.71414661 0.48628613 0.28046197 0.30249977 0.53896153 0.23398846 0.44787601 
0.76055908 0.45577404 0.50835198 0.36383653 0.43555772 0.35065302 0.59294075 0.84677833 0.82214183 0.57841653 0.77563691 0.17473793 0.63125896 0.47114089 0.53694266 0.62480438 0.39530331 0.95244533 0.94877028 0.20135453 0.72828430 0.68162358 0.61054021 0.19618876 0.45594755 0.72404760 0.49599490 0.28980777 0.31167409 0.54781109 0.24186249 0.45550957 
0.13555908 0.78910732 0.70835197 0.50669366 0.52646679 0.42757609 0.65176427 0.89940989 0.86562014 0.61289930 0.80789495 0.20176496 0.65564924 0.49439672 0.55821925 0.64367229 0.41225246 0.96883875 0.96369565 0.21543904 0.74198294 0.69428182 0.62258840 0.20742472 0.46625683 0.73394859 0.50570363 0.29915357 0.32084841 0.55666065 0.24973650 0.46314317 
0.63555908 0.23355180 0.90835196 0.64955086 0.61737585 0.50449914 0.71058780 0.95204151 0.90909839 0.64738202 0.84015304 0.22879198 0.68003947 0.51765251 0.57949585 0.66254026 0.42920163 0.98523223 0.97862101 0.22952354 0.75568157 0.70694005 0.63463658 0.21866068 0.47656611 0.74384964 0.51541233 0.30849937 0.33002269 0.56551021 0.25761050 0.47077677 
0.38555908 0.56688511 0.14835201 0.79240799 0.70828497 0.58142221 0.76941133 0.00744316 0.95257664 0.68186480 0.87241113 0.25581899 0.70442969 0.54090834 0.60077244 0.68140817 0.44615078 0.00189443 0.99354637 0.24360804 0.76938021 0.71959823 0.64668483 0.22989663 0.48687539 0.75375062 0.52512109 0.31784517 0.33919701 0.57435977 0.26548451 0.47841036 
0.88555908 0.90021849 0.34835199 0.93526518 0.79919410 0.65834528 0.82823485 0.06007474 0.99605489 0.71634758 0.90466917 0.28284603 0.72881997 0.56416416 0.62204903 0.70027608 0.46309993 0.01828787 0.00869455 0.25769255 0.78307885 0.73225647 0.65873301 0.24113259 0.49718463 0.76365161 0.53482985 0.32719094 0.34837133 0.58320934 0.27335852 0.48604393 
39 49
          0          1          2          3          4          5          6          7          8          9         10         11         12         13         14         15         16         17         18         19         20         21         22         23         24         25         26         27         28         29         30         31
0.06984711 0.90767562 0.47374335 0.92376482 0.03596377 0.16362280 0.04970078 0.40337321 0.93238670 0.28193602 0.30006030 0.97879750 0.69806039 0.98120946 0.60387391 0.18286237 0.86080855 0.16297399 0.00497402 0.73066205 0.05221366 0.76016706 0.62101442 0.20958652 0.32629430 0.40418479 0.13055778 0.75465757 0.56359512 0.01637262 0.23002338 0.13618310 
0.56984711 0.05582370 0.67374343 0.08703007 0.12687287 0.24054588 0.10852432 0.45600480 0.97586495 0.31641877 0.33231837 0.00655493 0.72245067 0.00500614 0.62515050 0.20173030 0.87775767 0.17936742 0.01989939 0.74474657 0.06591228 0.77282530 0.63306260 0.22082248 0.33660358 0.41408578 0.14026651 0.76400340 0.57276940 0.02522217 0.23789741 0.14381668 
0.31984711 0.38915700 0.87374341 0.22988722 0.21778196 0.31746897 0.16734783 0.50863636 0.02123349 0.35090154 0.36457643 0.03358196 0.74684089 0.02826195 0.64642709 0.22059822 0.89470685 0.19576088 0.03482476 0.75883108 0.07961091 0.78548348 0.64511085 0.23205844 0.34691286 0.42398676 0.14997526 0.77334917 0.58194375 0.03407173 0.24577142 0.15145028 
0.81984711 0.72249037 0.11374336 0.37274435 0.30869102 0.39439204 0.22617137 0.56126791 0.06471174 0.38538429 0.39683449 0.06060899 0.77123117 0.05151777 0.66770369 0.23946615 0.91165596 0.21215431 0.04975013 0.77291560 0.09330954 0.79814172 0.65715903 0.24329439 0.35722214 0.43388775 0.15968399 0.78269500 0.59111804 0.04292129 0.25364542 0.15908386 
0.19484711 0.16693483 0.31374335 0.51560152 0.39960015 0.47131515 0.28499490 0.61389947 0.10819001 0.41986704 0.42909256 0.08763602 0.79562140 0.07477358 0.68898028 0.25833404 0.92860514 0.22854775 0.06467551 0.78700012 0.10700817 0.81079996 0.66920722 0.25453034 0.36753142 0.44378874 0.16939272 0.79204077 0.60029233 0.05177085 0.26151943 0.16671745 
0.69484711 0.50026816 0.51374340 0.65845865 0.49050921 0.54823822 0.34381843 0.66653103 0.15166825 0.45434982 0.46135062 0.11466305 0.82001162 0.09802939 0.71025687 0.27720198 0.94555432 0.24494120 0.07960088 0.80108464 0.12070680 0.82345819 0.68125540 0.26576629 0.37784070 0.45368972 0.17910147 0.80138659 0.60946667 0.06062040 0.26939344 0.17435104 
0.44484711 0.83360147 0.71374339 0.80131578 0.58141834 0.62516129 0.40264195 0.71916264 0.19514652 0.48883256 0.49360868 0.14169008 0.84440190 0.12128520 0.73153347 0.29606992 0.96250343 0.26133466 0.09452625 0.81516910 0.13440543 0.83611643 0.69330359 0.27700225 0.38814998 0.46359071 0.18881020 0.81073236 0.61864096 0.06946996 0.27726746 0.18198462 
0.94484711 0.27804589 0.91374338 0.94417298 0.67232740 0.70208436 0.46146548 0.77179420 0.23862478 0.52331537 0.52586675 0.16871710 0.86879212 0.14454104 0.75281006 0.31493783 0.97945261 0.27772808 0.10945162 0.82925361 0.14810406 0.84877461 0.70535177 0.28823820 0.39845926 0.47349170 0.19851895 0.82007813 0.62781531 0.07831952 0.28514147 0.18961821 
0.03859711 0.61137927 0.15374337 0.10743824 0.76323652 0.77900743 0.52028906 0.82442582 0.28210303 0.55779815 0.55812478 0.19574413 0.89318240 0.16779685 0.77408665 0.33380574 0.99640173 0.29412153 0.12437700 0.84333813 0.16180268 0.86143285 0.71739995 0.29947415 0.40876853 0.48339269 0.20822768 0.82942396 0.63698959 0.08716908 0.29301551 0.19725180 
0.53859711 0.94471264 0.35374337 0.25029540 0.85414565 0.85593051 0.57911259 0.87705737 0.32558131 0.59228092 0.59038287 0.22277115 0.91757262 0.19105266 0.79536325 0.35267368 0.01363820 0.31051496 0.13930237 0.85742265 0.17550132 0.87409109 0.72944820 0.31071013 0.41907781 0.49329370 0.21793641 0.83876973 0.64616388 0.09601863 0.30088952 0.20488539 
0.28859711 0.09286074 0.55374342 0.39315253 0.94505471 0.93285364 0.63793612 0.92968893 0.36905956 0.62676364 0.62264097 0.24979818 0.94196284 0.21430847 0.81663984 0.37154162 0.03058735 0.32690841 0.15422775 0.87150717 0.18919995 0.88674933 0.74149638 0.32194608 0.42938709 0.50319475 0.22764516 0.84811556 0.65533823 0.10486819 0.30876353 0.21251898 
0.78859711 0.42619404 0.75374341 0.53600967 0.04422823 0.01569381 0.69675964 0.98232055 0.41253781 0.66124642 0.65489900 0.27682522 0.96635312 0.23756428 0.83791643 0.39040953 0.04753651 0.34330183 0.16915312 0.88559163 0.20289858 0.89940757 0.75354457 0.33318204 0.43969637 0.51309568 0.23735389 0.85746133 0.66451252 0.11371775 0.31663755 0.22015256 
0.16359711 0.75952744 0.95374340 0.67886680 0.13513733 0.09261689 0.75558317 0.03772224 0.45601609 0.69572920 0.68715703 0.30385223 0.99074334 0.26082009 0.85919303 0.40927744 0.06448565 0.35969529 0.18407850 0.89967614 0.21659720 0.91206580 0.76559275 0.34441799 0.45000565 0.52299666 0.24706262 0.86680710 0.67368686 0.12256731 0.32451156 0.22778615 
0.66359711 0.20397186 0.19374338 0.82172394 0.22604643 0.16953996 0.81440669 0.09035382 0.49949434 0.73021191 0.71941513 0.33087927 0.01572851 0.28407592 0.88046962 0.42814538 0.08143481 0.37608874 0.19900388 0.91376066 0.23029584 0.92472398 0.77764094 0.35565394 0.46031493 0.53289765 0.25677136 0.87615293 0.68286115 0.13141687 0.33238557 0.23541974 
0.41359711 0.53730524 0.39374337 0.96458113 0.31695551 0.24646305 0.87323022 0.14298540 0.54297268 0.76469469 0.75167322 0.35790628 0.04011875 0.30733171 0.90174621 0.44701332 0.09838396 0.39248216 0.21392924 0.92784518 0.24399447 0.93738222 0.78968912 0.36688989 0.47062421 0.54279870 0.26648009 0.88549870 0.69203544 0.14026642 0.34025958 0.24305333 
0.91359711 0.87063855 0.59374338 0.12784639 0.40786460 0.32338613 0.93205374 0.19561698 0.58645093 0.79917747 0.78393126 0.38493332 0.06450898 0.33058754 0.92302281 0.46588123 0.11533311 0.40887561 0.22885461 0.94192970 0.25769311 0.95004046 0.80173731 0.37812585 0.48093349 0.55269969 0.27618882 0.89484453 0.70120978 0.14911598 0.34813362 0.25068691 
61 153
          0          1          2          3          4          5          6          7          8          9         10         11         12         13         14         15         16         17         18         19         20         21         22         23         24         25         26         27         28         29         30         31
0.07577896 0.34565639 0.84672517 0.56698436 0.69632602 0.48315486 0.91367513 0.42078447 0.80517149 0.03978051 0.92743313 0.64724857 0.64917874 0.09625597 0.60095561 0.50981027 0.52909011 0.07059621 0.01593281 0.67911851 0.95241082 0.20530628 0.20297068 0.36929849 0.52292109 0.26165557 0.00811914 0.88541543 0.89210659 0.78158867 0.25005087 0.40586612 
0.57577896 0.67898977 0.08672512 0.70984149 0.78723514 0.56007791 0.97249866 0.47341606 0.84864980 0.07426327 0.95969117 0.67427564 0.67356896 0.11951178 0.62223220 0.52867818 0.54603928 0.08698965 0.03085818 0.69320303 0.96610945 0.21796450 0.21501887 0.38053444 0.53323036 0.27155659 0.01782787 0.89476126 0.90128094 0.79043823 0.25792488 0.41349971 
0.32577896 0.12343422 0.28672510 0.85269862 0.87814426 0.63700098 0.03478238 0.52604765 0.89212805 0.10874603 0.99194926 0.70130265 0.69795918 0.14276761 0.64350879 0.54754609 0.56298846 0.10338309 0.04578356 0.70728755 0.97980809 0.23062274 0.22706707 0.39177039 0.54353964 0.28145757 0.02753661 0.90410703 0.91045523 0.79928780 0.26579890 0.42113331 
0.82577896 0.45676753 0.48672512 0.99555582 0.96905333 0.71392405 0.09360591 0.57867920 0.93560630 0.14322878 0.02524794 0.72832966 0.72234946 0.16602342 0.66478539 0.56641406 0.57993758 0.11977654 0.06070893 0.72137201 0.99350673 0.24328096 0.23911527 0.40300635 0.55384892 0.29135856 0.03724535 0.91345280 0.91962957 0.80813736 0.27367291 0.42876688 
0.20077896 0.79010087 0.68672514 0.01887941 0.06822684 0.79084712 0.15242943 0.63131076 0.97908455 0.17771155 0.05750600 0.75535673 0.74673969 0.18927923 0.68606198 0.58528197 0.59688675 0.13616998 0.07563430 0.73545653 0.00739299 0.25593919 0.25116345 0.41424230 0.56415820 0.30125955 0.04695409 0.92279863 0.92880386 0.81698692 0.28154692 0.43640047 
0.70077896 0.23454534 0.88672513 0.16173655 0.15913594 0.86777020 0.21125296 0.68394232 0.02445317 0.21219429 0.08976406 0.78238374 0.77112997 0.21253504 0.70733857 0.60414988 0.61383587 0.15256342 0.09055968 0.74954104 0.02109162 0.26859742 0.26321164 0.42547825 0.57446748 0.31116053 0.05666283 0.93214440 0.93797815 0.82583648 0.28942093 0.44403407 
0.45077896 0.56787866 0.12672514 0.30459371 0.25004503 0.94469333 0.27007651 0.73657393 0.06793143 0.24667706 0.12202212 0.80941075 0.79552019 0.23579085 0.72861516 0.62301779 0.63078505 0.16895686 0.10548504 0.76362556 0.03479025 0.28125563 0.27525985 0.43671423 0.58477676 0.32106152 0.06637157 0.94149023 0.94715250 0.83468604 0.29729497 0.45166764 
0.95077896 0.90121204 0.32672513 0.44745088 0.34095412 0.02753351 0.32890004 0.78920549 0.11140969 0.28115982 0.15428019 0.83643776 0.81991041 0.25904667 0.74989176 0.64188570 0.64773422 0.18535031 0.12041042 0.77771008 0.04848888 0.29391387 0.28730804 0.44795018 0.59508604 0.33096251 0.07608031 0.95083600 0.95632678 0.84353560 0.30516899 0.45930123 
0.04452896 0.04936015 0.52672517 0.59030795 0.43186322 0.10445659 0.38772357 0.84183711 0.15488796 0.31564257 0.18653825 0.86346483 0.84430069 0.28230250 0.77116835 0.66075367 0.66468334 0.20174375 0.13533579 0.79179460 0.06218751 0.30657211 0.29935622 0.45918614 0.60539532 0.34086350 0.08578905 0.96018177 0.96550113 0.85238516 0.31304300 0.46693483 
0.54452896 0.38269344 0.72672516 0.73316509 0.52277231 0.18137968 0.44654709 0.89446867 0.19836622 0.35012534 0.21879631 0.89049184 0.86869091 0.30555829 0.79244494 0.67962158 0.68163252 0.21813719 0.15026116 0.80587906 0.07588615 0.31923032 0.31140441 0.47042209 0.61570460 0.35076448 0.09549779 0.96952760 0.97467542 0.86123472 0.32091701 0.47456843 
0.29452896 0.71602678 0.92672515 0.87602228 0.61368138 0.25830278 0.50537062 0.94710022 0.24184449 0.38460809 0.25105441 0.91751885 0.89308119 0.32881412 0.81372154 0.69848949 0.69858164 0.23453064 0.16518654 0.81996357 0.08958478 0.33188856 0.32345259 0.48165804 0.62601388 0.36066547 0.10520653 0.97887337 0.98384970 0.87008429 0.32879102 0.48220199 
0.79452896 0.16047126 0.16672514 0.03928757 0.70459050 0.33522585 0.56419420 0.99973184 0.28532273 0.41909084 0.28331247 0.94454592 0.91747141 0.35206991 0.83499813 0.71735746 0.71553081 0.25092408 0.18011191 0.83404809 0.10328341 0.34454679 0.33550081 0.49289399 0.63632315 0.37056646 0.11491526 0.98821920 0.99302405 0.87893385 0.33666503 0.48983559 
0.16952896 0.49380457 0.36672512 0.18214472 0.79549962 0.41214892 0.62301773 0.00264771 0.32880101 0.45357361 0.31557053 0.97157294 0.94186163 0.37532574 0.85627472 0.73622537 0.73247999 0.26731753 0.19503729 0.84813261 0.11698204 0.35720500 0.34754899 0.50412995 0.64663243 0.38046747 0.12462400 0.99756497 0.00228257 0.88778341 0.34453905 0.49746919 
0.66952896 0.82713789 0.56672513 0.32500187 0.88640875 0.48907202 0.68184125 0.05527929 0.37227926 0.48805636 0.34782860 0.99859995 0.96625191 0.39858156 0.87755132 0.75509328 0.74942911 0.28371099 0.20996265 0.86221713 0.13068067 0.36986324 0.35959718 0.51536590 0.65694171 0.39036846 0.13433273 0.00699812 0.01145689 0.89663297 0.35241309 0.50510275 
0.41952896 0.27158234 0.76672518 0.46785903 0.97731775 0.56599510 0.74066478 0.10791087 0.41575751 0.52253914 0.38008666 0.02635739 0.99064213 0.42183736 0.89882791 0.77396119 0.76637828 0.30010441 0.22488803 0.87630159 0.14437930 0.38252148 0.37164539 0.52660185 0.66725099 0.40026945 0.14404146 0.01634392 0.02063120 0.90548253 0.36028710 0.51273638 
0.91952896 0.60491568 0.96672517 0.61071610 0.07649131 0.64291817 0.79948831 0.16054244 0.45923579 0.55702192 0.41234472 0.05338442 0.01562729 0.44509318 0.92010450 0.79282910 0.78332740 0.31649786 0.23981340 0.89038610 0.15807793 0.39517969 0.38369358 0.53783780 0.67756027 0.41017044 0.15375021 0.02568971 0.02980551 0.91433209 0.36816111 0.52036995 
92 298
          0          1          2          3          4          5          6          7          8          9         10         11         12         13         14         15         16         17         18         19         20         21         22         23         24         25         26         27         28         29         30         31
0.04110336 0.55784941 0.81287175 0.31784615 0.65080684 0.36247388 0.36491561 0.26516873 0.68347383 0.61680716 0.34128514 0.85878640 0.54934013 0.66683501 0.80184585 0.76774126 0.27697581 0.08090112 0.82084566 0.76327354 0.96764922 0.44455713 0.31969944 0.07907299 0.62145370 0.48830777 0.75164616 0.40913501 0.60568833 0.35070556 0.26573935 0.06765918 
0.54110336 0.89118278 0.05287169 0.46070331 0.74171597 0.43939695 0.42373914 0.31780028 0.72695208 0.65128988 0.37354320 0.88581342 0.57373041 0.69009084 0.82312244 0.78660917 0.29392496 0.09729455 0.83577102 0.77735806 0.98134786 0.45721537 0.33174765 0.09030894 0.63176298 0.49820876 0.76135486 0.41848081 0.61486262 0.35955513 0.27361336 0.07529277 
0.29110336 0.03933080 0.25287169 0.60356051 0.83262509 0.51631999 0.48256266 0.37043187 0.77043033 0.68577266 0.40580127 0.91284043 0.59812063 0.71334660 0.84439903 0.80547708 0.31087410 0.11368800 0.85069638 0.79144257 0.99504650 0.46987358 0.34379584 0.10154489 0.64207226 0.50810975 0.77106363 0.42782661 0.62403697 0.36840469 0.28148738 0.08292636 
0.79110336 0.37266412 0.45287165 0.74641764 0.92353415 0.59324306 0.54138625 0.42306346 0.81390858 0.72025543 0.43805933 0.93986750 0.62251085 0.73660243 0.86567563 0.82434505 0.32782328 0.13008144 0.86562181 0.80552703 0.00893277 0.48253182 0.35584402 0.11278085 0.65238154 0.51801074 0.78077239 0.43717238 0.63321126 0.37725425 0.28936139 0.09055994 
0.16610336 0.70599753 0.65287179 0.88927484 0.02270766 0.67016613 0.60020977 0.47569504 0.85738689 0.75473815 0.47031739 0.96689451 0.64690113 0.75985825 0.88695222 0.84321296 0.34477243 0.14647488 0.88054717 0.81961155 0.02263140 0.49519005 0.36789224 0.12401681 0.66269082 0.52791172 0.79048109 0.44651818 0.64238554 0.38610381 0.29723543 0.09819353 
0.66610336 0.15044193 0.85287178 0.05254007 0.11361676 0.74708921 0.65903330 0.52832663 0.90086514 0.78922093 0.50257546 0.99392152 0.67129135 0.78311408 0.90822881 0.86208087 0.36172158 0.16286832 0.89547253 0.83369607 0.03633003 0.50784826 0.37994042 0.13525276 0.67300010 0.53781277 0.80018985 0.45586398 0.65155989 0.39495334 0.30510944 0.10582712 
0.41610336 0.48377526 0.09287169 0.19539721 0.20452584 0.82401228 0.71785682 0.58095819 0.94434339 0.82370371 0.53483349 0.02167903 0.69568157 0.80636990 0.92950541 0.88094884 0.37867072 0.17926176 0.91039789 0.84778059 0.05002866 0.52050650 0.39198861 0.14648871 0.68330938 0.54771376 0.80989856 0.46520978 0.66073418 0.40380290 0.31298345 0.11346070 
0.91610336 0.81710863 0.29287165 0.33825433 0.29543498 0.90093535 0.77668035 0.63358974 0.98782164 0.85818642 0.56709152 0.04870606 0.72007185 0.82962567 0.95078200 0.89981675 0.39561987 0.19565521 0.92532325 0.86186510 0.06372729 0.53316474 0.40403679 0.15772468 0.69361866 0.55761474 0.81960732 0.47455558 0.66990852 0.41265246 0.32085747 0.12109429 
0.10360336 0.26155302 0.49287167 0.48111150 0.38634408 0.97785848 0.83550388 0.68622136 0.03319028 0.89266920 0.59934962 0.07573309 0.74446207 0.85288149 0.97205859 0.91868466 0.41256902 0.21204865 0.94024867 0.87594956 0.07742592 0.54582298 0.41608498 0.16896063 0.70392793 0.56751573 0.82931602 0.48390135 0.67908281 0.42150202 0.32873148 0.12872788 
0.60360336 0.59488642 0.69287175 0.62396866 0.47725317 0.06069870 0.89432740 0.73885292 0.07666855 0.92715198 0.63160771 0.10276012 0.76885235 0.87613732 0.99333519 0.93755257 0.42951819 0.22844209 0.95517403 0.89003408 0.09112455 0.55848116 0.42813319 0.18019658 0.71423721 0.57741672 0.83902478 0.49324715 0.68825710 0.43035159 0.33660549 0.13636148 
0.35360336 0.92821980 0.89287174 0.76682580 0.56816220 0.13762179 0.95315093 0.79148453 0.12014680 0.96163476 0.66386575 0.12978715 0.79324257 0.89939314 0.01506451 0.95642048 0.44646734 0.24483554 0.97009939 0.90411860 0.10482318 0.57113940 0.44018137 0.19143254 0.72454649 0.58731771 0.84873354 0.50259298 0.69743145 0.43920115 0.34447950 0.14399506 
0.85360336 0.07636785 0.13287169 0.90968299 0.65907127 0.21454486 0.01543465 0.84411609 0.16362506 0.99611747 0.69612378 0.15681417 0.81763279 0.92264897 0.03634110 0.97528845 0.46341649 0.26122898 0.98502475 0.91820312 0.11852181 0.58379763 0.45222956 0.20266849 0.73485577 0.59721869 0.85844225 0.51193875 0.70660573 0.44805071 0.35235354 0.15162866 
0.22860336 0.40970117 0.33287168 0.07294823 0.74998039 0.29146796 0.07425818 0.89674765 0.20710333 0.03178935 0.72838187 0.18384120 0.84202307 0.94590473 0.05761770 0.99415636 0.48036563 0.27762240 0.99995011 0.93228763 0.13222043 0.59645587 0.46427777 0.21390446 0.74516505 0.60711968 0.86815101 0.52128452 0.71578008 0.45690027 0.36022756 0.15926224 
0.72860336 0.74303460 0.53287178 0.21580538 0.84088951 0.36839104 0.13308172 0.94937927 0.25058159 0.06627210 0.76063997 0.21086822 0.86641330 0.96916056 0.07889429 0.01338030 0.49731478 0.29401585 0.00017622 0.94637209 0.14591907 0.60911411 0.47632596 0.22514041 0.75547433 0.61702067 0.87785971 0.53063035 0.72495437 0.46574983 0.36810157 0.16689584 
0.47860336 0.18747896 0.73287177 0.35866249 0.93179858 0.44531411 0.19190525 0.00478091 0.29405984 0.10075486 0.79289800 0.23789525 0.89080358 0.99241638 0.10017089 0.03224823 0.51426393 0.31040928 0.01510159 0.96045661 0.15961769 0.62177235 0.48837414 0.23637636 0.76578361 0.62692165 0.88756847 0.53997612 0.73412865 0.47459936 0.37597558 0.17452942 
0.97860336 0.52081239 0.93287176 0.50151968 0.03097212 0.52223718 0.25072876 0.05741249 0.33753812 0.13523762 0.82515603 0.26492229 0.91519380 0.01621299 0.12144748 0.05111615 0.53121305 0.32680273 0.03002696 0.97454113 0.17331633 0.63443053 0.50042236 0.24761231 0.77609289 0.63682264 0.89727724 0.54932195 0.74330300 0.48344892 0.38384959 0.18216300 
108 130
          0          1          2          3          4          5          6          7          8          9         10         11         12         13         14         15         16         17         18         19         20         21         22         23         24         25         26         27         28         29         30         31
0.03216743 0.81851423 0.16150528 0.79778230 0.14497948 0.70038491 0.72141349 0.35575312 0.11497958 0.68889171 0.28335035 0.55987084 0.78228831 0.95537585 0.69427812 0.24166945 0.74097651 0.51766014 0.10200723 0.73314309 0.64490753 0.91724998 0.61786640 0.20267558 0.03606110 0.72475904 0.37046397 0.64706302 0.05834618 0.93563986 0.19847070 0.47457156 
0.53216743 0.26295862 0.36150530 0.94063950 0.23588857 0.77730799 0.78023702 0.40838471 0.15845785 0.72337449 0.31560841 0.58689785 0.80667853 0.97863168 0.71555471 0.26053733 0.75792563 0.53405356 0.11693260 0.74722761 0.65860617 0.92990816 0.62991458 0.21391155 0.04637038 0.73466003 0.38017270 0.65640879 0.06752050 0.94448942 0.20634471 0.48220512 
0.28216743 0.59629202 0.56150526 0.10390472 0.32679766 0.85423106 0.83906054 0.46101630 0.20193611 0.75785720 0.34786648 0.61392486 0.83106881 0.00242834 0.73683131 0.27940527 0.77487481 0.55044699 0.13185798 0.76131213 0.67230481 0.94256639 0.64196283 0.22514750 0.05667966 0.74456108 0.38988146 0.66575462 0.07669481 0.95333898 0.21421874 0.48983872 
0.78216743 0.92962539 0.76150531 0.24676189 0.41770676 0.93115419 0.89788407 0.51364785 0.24541438 0.79233998 0.38012454 0.64095187 0.85545903 0.02568415 0.75810790 0.29827321 0.79182392 0.56684047 0.14678334 0.77539665 0.68600345 0.95522463 0.65401101 0.23638345 0.06698895 0.75446206 0.39959019 0.67510039 0.08586912 0.96218854 0.22209275 0.49747232 
0.15716743 0.07777346 0.96150529 0.38961899 0.50861585 0.01399434 0.95670760 0.56627947 0.28889263 0.82682276 0.41238260 0.66797894 0.87984931 0.04893997 0.77938449 0.31714112 0.80877310 0.58323389 0.16170871 0.78948116 0.69970208 0.96788287 0.66605920 0.24761941 0.07729822 0.76436305 0.40929893 0.68444622 0.09504343 0.97103810 0.22996676 0.50510585 
0.65716743 0.41110677 0.00950528 0.53247619 0.59952492 0.09091742 0.01899135 0.61891103 0.33237091 0.86130548 0.44464067 0.69500595 0.90423954 0.07219578 0.80066109 0.33600903 0.82572222 0.59962732 0.17663409 0.80356562 0.71340072 0.98054111 0.67810738 0.25885534 0.08760750 0.77426404 0.41900766 0.69379199 0.10421775 0.97988766 0.23784079 0.51273948 
