12 167
0.449854 0.727341 0.316406
0.603942 0.779964 0.320312
0.288773 0.199325 0.324219
0.0502971 0.00750945 0.328125
0.152472 0.131441 0.332031
0.297425 0.0126021 0.335938
0.874354 0.430178 0.339844
0.375254 0.309806 0.34375
0.217595 0.751354 0.347656
0.989178 0.564654 0.351562
0.819798 0.529661 0.355469
0.900619 0.26255 0.359375
0.0535694 0.108428 0.363281
0.402951 0.548994 0.367188
0.868797 0.963135 0.371094
0.00524589 0.231408 0.375
0.718604 0.397684 0.378906
0.129866 0.877444 0.382812
0.188239 0.471195 0.386719
0.860568 0.160636 0.390625
0.995037 0.222508 0.394531
0.981927 0.740671 0.398438
0.702257 0.778073 0.402344
0.427832 0.990218 0.40625
0.132084 0.985737 0.410156
0.732368 0.0265721 0.414062
0.567086 0.070821 0.417969
0.839293 0.808348 0.421875
0.556439 0.263346 0.425781
0.280123 0.940099 0.429688
0.0615185 0.600809 0.433594
0.562081 0.92819 0.4375
0.70814 0.255324 0.441406
0.0418082 0.348144 0.445312
0.319496 0.370025 0.449219
0.915001 0.369019 0.453125
0.172579 0.279218 0.457031
0.78035 0.287443 0.460938
0.0374394 0.999068 0.464844
0.807328 0.906443 0.46875
0.343847 0.623015 0.472656
0.411097 0.476314 0.476562
0.661173 0.519251 0.480469
0.249543 0.530441 0.484375
0.375 0.700441 0.488281
0.786465 0.379111 0.492188
0.494611 0.119258 0.496094
0.449001 0.840282 0.5
0.175525 0.925357 0.503906
0.349129 0.140769 0.507812
0.92101 0.118917 0.511719
0.719822 0.683322 0.515625
0.492988 0.360253 0.519531
0.214881 0.0908575 0.523438
0.444961 0.181092 0.527344
0.473938 0.431231 0.53125
0.135712 0.512063 0.535156
0.611905 0.39065 0.539062
0.702514 0.868075 0.542969
0.652469 0.157904 0.546875
0.549235 0.865536 0.550781
0.926408 0.603739 0.554688
0.125982 0.587989 0.558594
0.915382 0.0428686 0.5625
0.0677419 0.459134 0.566406
0.982186 0.14303 0.570312
0.252474 0.600664 0.574219
0.841803 0.0213312 0.578125
0.160903 0.720517 0.582031
0.808383 0.127083 0.585938
0.125128 0.225625 0.589844
0.932689 0.920715 0.59375
0.723209 0.469933 0.597656
0.238882 0.26098 0.601562
0.638712 0.920048 0.605469
0.993618 0.495654 0.609375
0.900283 0.661807 0.613281
0.24014 0.162295 0.617188
0.840729 0.672582 0.621094
0.12544 0.361157 0.625
0.670583 0.00697153 0.628906
0.299923 0.477053 0.632812
0.0986968 0.832688 0.636719
0.99949 0.806195 0.640625
0.996867 0.0211214 0.644531
0.489572 0.656419 0.648438
0.0137773 0.931684 0.652344
0.606041 0.695763 0.65625
0.178684 0.805358 0.660156
0.0333153 0.288284 0.664062
0.571401 0.201096 0.667969
0.104771 0.711303 0.671875
0.601284 0.463656 0.675781
0.356528 0.498609 0.679688
0.337253 0.754146 0.683594
0.429546 0.0681981 0.6875
0.667927 0.360381 0.691406
0.264821 0.343809 0.695312
0.788417 0.778538 0.699219
0.335603 0.254386 0.703125
0.93044 0.861865 0.707031
0.858204 0.224461 0.710938
0.179505 0.610022 0.714844
0.737815 0.738403 0.71875
0.998781 0.932508 0.722656
0.0735383 0.39656 0.726562
0.787231 0.0385279 0.730469
0.662614 0.652349 0.734375
0.747718 0.906751 0.738281
0.697057 0.113332 0.742188
0.184775 0.408005 0.746094
0.671359 0.998509 0.75
0.727065 0.995495 0.753906
0.186612 0.0436229 0.757812
0.993816 0.372495 0.761719
0.231326 0.915259 0.765625
0.438889 0.92971 0.769531
0.528797 0.509512 0.773438
0.418158 0.27276 0.777344
0.629543 0.564468 0.78125
0.441788 0.783953 0.785156
0.284878 0.647773 0.789062
0.655003 0.812175 0.792969
0.831389 0.278649 0.796875
0.0667276 0.669436 0.800781
0.256326 0.0459823 0.804688
0.952911 0.259354 0.808594
0.874281 0.541165 0.8125
0.924161 0.450764 0.816406
0.268896 0.995441 0.820312
0.533509 0.392373 0.824219
0.101888 0.150137 0.828125
0.554627 0.748264 0.832031
0.0717604 0.878561 0.835938
0.935344 0.708124 0.839844
0.446046 0.332297 0.84375
0.718578 0.621606 0.847656
0.559233 0.00775623 0.851562
0.748829 0.220299 0.855469
0.0756889 0.247277 0.859375
0.881289 0.776047 0.863281
0.459241 0.567609 0.867188
0.907804 0.31809 0.871094
0.547255 0.639229 0.875
0.246285 0.475657 0.878906
0.777111 0.166088 0.882812
0.0307779 0.0629787 0.886719
0.345573 0.198222 0.890625
0.860082 0.481217 0.894531
0.84712 0.383432 0.898438
0.562055 0.986905 0.902344
0.398477 0.170039 0.90625
0.510956 0.241838 0.910156
0.497038 0.739231 0.914062
0.993646 0.614215 0.917969
0.523773 0.304258 0.921875
0.0674376 0.790448 0.925781
0.270871 0.843231 0.929688
0.335942 0.840161 0.933594
0.330463 0.321203 0.9375
0.570814 0.583156 0.941406
0.825685 0.99907 0.945312
0.812072 0.85354 0.949219
0.500679 0.842979 0.953125
0.766221 0.66821 0.957031
0.317416 0.0634886 0.960938
0.807689 0.583437 0.964844
0.441662 0.67802 0.96875
0.887202 0.838293 0.972656
0.0220035 0.174622 0.976562
0.8201 0.42447 0.980469
0.831048 0.748733 0.984375
0.695434 0.0615665 0.988281
0.397354 0.423666 0.992188
0.996569 0.280424 0.996094
35 49
0.464701 0.671397 0
0.992103 0.814164 0.00390625
0.666218 0.0673435 0.0078125
0.607904 0.881064 0.0117188
0.198907 0.304799 0.015625
0.803157 0.459031 0.0195312
0.980284 0.159442 0.0234375
0.0735981 0.51596 0.0273438
0.227857 0.960304 0.03125
0.752464 0.728361 0.0351562
0.476625 0.339938 0.0390625
0.266727 0.754327 0.0429688
0.930338 0.989418 0.046875
0.492328 0.0693392 0.0507812
0.638734 0.434788 0.0546875
0.421036 0.945814 0.0585938
0.368269 0.195517 0.0625
0.985547 0.494783 0.0664062
0.744285 0.965276 0.0703125
0.843926 0.230771 0.0742188
0.312452 0.411153 0.078125
0.595135 0.223205 0.0820312
0.153489 0.651793 0.0859375
0.163483 0.0928891 0.0898438
0.496862 0.505912 0.09375
0.0210874 0.318652 0.0976562
0.702462 0.56767 0.101562
0.886753 0.591258 0.105469
0.840439 0.854044 0.109375
0.102556 0.909679 0.113281
0.23438 0.512542 0.117188
0.992841 0.27611 0.121094
0.146406 0.789436 0.125
0.826688 0.0910049 0.128906
0.590969 0.733822 0.132812
0.321345 0.626875 0.136719
0.904911 0.393619 0.140625
0.00185172 0.688879 0.144531
0.570334 0.609326 0.148438
0.36277 0.819299 0.152344
0.715427 0.307994 0.15625
0.155631 0.416461 0.160156
0.324605 0.959101 0.164062
0.931369 0.703758 0.167969
0.28922 0.10748 0.171875
0.365133 0.314049 0.175781
0.370884 0.526515 0.179688
0.532012 0.974086 0.183594
0.483667 0.18184 0.1875
0.733119 0.854617 0.191406
0.0538535 0.0756518 0.195312
0.511564 0.833875 0.199219
0.0838454 0.199189 0.203125
0.0467359 0.413278 0.207031
0.41935 0.427729 0.210938
0.608278 0.3269 0.214844
0.377652 0.0520102 0.21875
0.713547 0.1832 0.222656
0.649475 0.991063 0.226562
0.19885 0.190152 0.230469
0.20476 0.869653 0.234375
0.0492092 0.998533 0.238281
0.54308 0.405256 0.242188
0.0646037 0.61607 0.246094
0.984989 0.626988 0.25
0.830994 0.320495 0.253906
0.573137 0.111681 0.257812
0.141102 0.98906 0.261719
0.998846 0.0596172 0.265625
0.283064 0.296956 0.269531
0.838306 0.724816 0.273438
0.68474 0.665532 0.277344
0.973378 0.911121 0.28125
0.380832 0.708185 0.285156
0.104985 0.287958 0.289062
0.799741 0.637958 0.292969
0.0865074 0.710924 0.296875
0.83592 0.999214 0.300781
0.66668 0.774607 0.304688
0.99665 0.362172 0.308594
0.235783 0.596253 0.3125
0.144772 0.563963 0.316406
0.886092 0.155686 0.320312
0.733013 0.394658 0.324219
0.78027 0.537918 0.328125
0.608659 0.520747 0.332031
0.450729 0.754769 0.335938
0.879999 0.490863 0.339844
0.911091 0.794059 0.34375
0.45764 0.58223 0.347656
0.798276 0.165101 0.351562
0.511971 0.264256 0.355469
0.279052 0.899207 0.359375
0.228841 0.38883 0.363281
0.909261 0.277216 0.367188
0.27379 0.214896 0.371094
0.43386 0.85712 0.375
0.429414 0.253517 0.378906
0.81392 0.925682 0.382812
0.262643 0.0362937 0.386719
0.644903 0.14403 0.390625
0.200978 0.714486 0.394531
0.789859 0.795101 0.398438
0.714309 0.476052 0.402344
0.538135 0.691068 0.40625
0.91737 0.0705929 0.410156
0.819096 0.391489 0.414062
0.0830522 0.828043 0.417969
0.744962 0.10148 0.421875
0.670222 0.9188 0.425781
0.762692 0.256176 0.429688
0.892714 0.903605 0.433594
0.352583 0.895439 0.4375
0.415493 0.130227 0.441406
0.303687 0.483856 0.445312
0.772384 0.0267813 0.449219
0.102952 0.356423 0.453125
0.633541 0.584828 0.457031
0.686098 0.24498 0.460938
0.262068 0.67887 0.464844
0.278002 0.825336 0.46875
0.40155 0.637115 0.472656
0.597265 0.0385629 0.476562
0.138021 0.163751 0.480469
0.527428 0.768926 0.484375
0.999854 0.713096 0.488281
0.165771 0.486727 0.492188
0.408055 0.36328 0.496094
0.953601 0.224347 0.5
0.94487 0.564942 0.503906
0.22217 0.127178 0.507812
0.482781 0.903732 0.511719
0.462388 0.0139026 0.515625
0.0437991 0.771653 0.519531
0.0305351 0.872991 0.523438
0.96652 0.433056 0.527344
0.57988 0.818292 0.53125
0.023539 0.569402 0.535156
0.879889 0.655552 0.539062
0.663688 0.360982 0.542969
0.663489 0.840751 0.546875
0.43173 0.495406 0.550781
0.338348 0.757409 0.554688
0.341875 0.256955 0.558594
0.729132 0.786287 0.5625
0.312724 0.556201 0.566406
0.452804 0.999057 0.570312
0.140352 0.860767 0.574219
0.937836 0.857939 0.578125
0.479295 0.445664 0.582031
0.215077 0.799872 0.585938
0.224066 0.451255 0.589844
0.842913 0.544149 0.59375
0.598464 0.672441 0.597656
0.550591 0.470397 0.601562
0.0518531 0.255058 0.605469
0.337605 0.143681 0.609375
0.161241 0.923311 0.613281
0.380424 0.998668 0.617188
0.0362471 0.134751 0.621094
0.544071 0.338294 0.625
0.937733 0.333354 0.628906
0.367668 0.461313 0.632812
0.999766 0.983004 0.636719
0.511162 0.612149 0.640625
0.604836 0.944735 0.644531
0.201889 0.0260768 0.648438
0.16141 0.235953 0.652344
0.736609 0.628062 0.65625
0.646698 0.285481 0.660156
0.100368 0.0297372 0.664062
0.554589 0.548406 0.667969
0.0949977 0.449261 0.671875
0.233179 0.259694 0.675781
0.317663 0.0487177 0.679688
0.0217145 0.204179 0.683594
0.0387368 0.938984 0.6875
0.324044 0.690792 0.691406
0.107889 0.0910636 0.695312
0.145548 0.729952 0.699219
0.770891 0.333906 0.703125
0.704931 0.0102993 0.707031
0.589397 0.999491 0.710938
0.550679 0.885964 0.714844
0.653339 0.714698 0.71875
0.583632 0.168361 0.722656
0.4202 0.80272 0.726562
0.160953 0.356107 0.730469
0.537755 0.204049 0.734375
0.425111 0.309145 0.738281
0.430591 0.198574 0.742188
0.281541 0.35748 0.746094
0.472609 0.121273 0.75
0.536806 0.0345609 0.753906
0.383584 0.582842 0.757812
0.289199 0.999845 0.761719
0.654831 0.494494 0.765625
0.437149 0.0686697 0.769531
0.853417 0.792625 0.773438
0.587635 0.277426 0.777344
0.86838 0.434991 0.78125
0.88407 0.327383 0.785156
0.285882 0.163519 0.789062
0.949322 0.754728 0.792969
0.742118 0.907382 0.796875
0.99876 0.547378 0.800781
0.0380697 0.478177 0.804688
0.479959 0.955627 0.808594
0.525318 0.13932 0.8125
0.935841 0.123585 0.816406
0.862818 0.955008 0.820312
0.932304 0.629043 0.824219
0.604696 0.378747 0.828125
0.898217 0.214526 0.832031
0.929941 0.51439 0.835938
0.685617 0.413813 0.839844
0.784572 0.873471 0.84375
0.889638 0.747025 0.847656
0.864316 0.0422635 0.851562
0.368548 0.399545 0.855469
0.785528 0.997161 0.859375
0.484285 0.394327 0.863281
0.204128 0.655606 0.867188
0.793966 0.693162 0.871094
0.647189 0.196875 0.875
0.0863709 0.959828 0.878906
0.775906 0.591217 0.882812
0.054888 0.667315 0.886719
0.638168 0.640499 0.890625
0.18491 0.608117 0.894531
0.346118 0.0930976 0.898438
0.104458 0.656348 0.902344
0.494436 0.719571 0.90625
0.693806 0.131691 0.910156
0.836421 0.605703 0.914062
0.39446 0.757157 0.917969
0.0882208 0.143617 0.921875
0.925479 0.463043 0.925781
0.20067 0.557578 0.929688
0.9848 0.106982 0.933594
0.857625 0.279103 0.9375
0.20829 0.0758291 0.941406
0.993648 0.864714 0.945312
0.586902 0.434727 0.949219
0.152153 0.0391053 0.953125
0.33338 0.359927 0.957031
0.0976943 0.576011 0.960938
0.93319 0.176669 0.964844
0.704143 0.998739 0.96875
0.121863 0.506262 0.972656
0.3222 0.209324 0.976562
0.317368 0.856884 0.980469
0.614754 0.0854552 0.984375
0.879514 0.107788 0.988281
0.890633 0.844846 0.992188
0.616994 0.780857 0.996094
41 153
0.545758 0.413999 0
0.162399 0.893479 0.00390625
0.994025 0.246366 0.0078125
0.778593 0.731328 0.0117188
0.974247 0.979581 0.015625
0.627495 0.967346 0.0195312
0.33153 0.25052 0.0234375
0.111734 0.56142 0.0273438
0.952921 0.52122 0.03125
0.394019 0.6946 0.0351562
0.711292 0.275008 0.0390625
0.334905 0.48695 0.0429688
0.426172 0.0206633 0.046875
0.595884 0.66458 0.0507812
0.434998 0.933039 0.0546875
0.721556 0.439159 0.0585938
0.797891 0.0872519 0.0625
0.00780498 0.726864 0.0664062
0.161978 0.407037 0.0703125
0.192743 0.127153 0.0742188
0.930045 0.780362 0.078125
0.215952 0.694656 0.0820312
0.814409 0.924406 0.0859375
0.312025 0.847789 0.0898438
0.525045 0.188537 0.09375
0.560861 0.816212 0.0976562
0.6746 0.556619 0.101562
0.885447 0.378085 0.105469
0.631212 0.0990144 0.109375
0.339433 0.103178 0.113281
0.850607 0.230348 0.117188
0.799719 0.555392 0.121094
0.586462 0.294372 0.125
0.926785 0.108701 0.128906
0.995578 0.661627 0.132812
0.471257 0.560344 0.136719
0.139819 0.0103334 0.140625
0.249646 0.974401 0.144531
0.093559 0.311556 0.148438
0.209109 0.279261 0.152344
0.10962 0.994296 0.15625
0.0396759 0.425359 0.160156
0.0512043 0.125688 0.164062
0.533873 0.0419137 0.167969
0.119095 0.778902 0.171875
0.859455 0.656979 0.175781
0.717095 0.875181 0.179688
0.439746 0.357139 0.183594
0.677424 0.744783 0.1875
0.998789 0.393154 0.191406
0.570595 0.533937 0.195312
0.212763 0.547846 0.199219
0.463363 0.795593 0.203125
0.354743 0.99482 0.207031
0.993302 0.877497 0.210938
0.312307 0.339885 0.214844
0.365637 0.592013 0.21875
0.263676 0.425001 0.222656
0.526532 0.96822 0.226562
0.72306 0.978586 0.230469
0.123107 0.659826 0.234375
0.770784 0.351493 0.238281
0.841212 0.465563 0.242188
0.401068 0.182872 0.246094
0.906691 0.865939 0.25
0.213077 0.80014 0.253906
0.751974 0.192383 0.257812
0.880097 0.0189325 0.261719
0.88811 0.998914 0.265625
0.486093 0.663181 0.269531
0.491594 0.279093 0.273438
0.304476 0.746144 0.277344
0.654029 0.193419 0.28125
0.140924 0.212044 0.285156
0.640809 0.378849 0.289062
0.768038 0.645238 0.292969
0.0279663 0.573068 0.296875
0.926499 0.300346 0.300781
0.278712 0.615049 0.304688
0.435218 0.44574 0.308594
0.637284 0.473517 0.3125
0.0762709 0.899795 0.316406
0.794669 0.824918 0.320312
0.456347 0.115711 0.324219
0.660163 0.825137 0.328125
0.282055 0.176367 0.332031
0.716158 0.102019 0.335938
0.687122 0.65199 0.339844
0.400539 0.845139 0.34375
0.251651 0.0618727 0.347656
0.606203 0.885915 0.351562
0.497284 0.87176 0.355469
0.20166 0.472517 0.359375
0.922723 0.186206 0.363281
0.537651 0.734169 0.367188
0.991197 0.0580666 0.371094
0.887932 0.570196 0.375
0.405596 0.265677 0.378906
0.0652858 0.205558 0.382812
0.122493 0.472468 0.386719
0.236457 0.885897 0.390625
0.178532 0.975313 0.394531
0.240862 0.341874 0.398438
0.539098 0.114133 0.402344
0.118645 0.0859399 0.40625
0.549135 0.60574 0.410156
0.998459 0.74347 0.414062
0.40442 0.513804 0.417969
0.365236 0.414186 0.421875
0.331088 0.916301 0.425781
0.843933 0.31898 0.429688
0.798818 0.00386377 0.433594
0.928062 0.449138 0.4375
0.862552 0.137708 0.441406
0.0441825 0.803754 0.445312
0.214365 0.204637 0.449219
0.0186227 0.319851 0.453125
0.913184 0.703961 0.457031
0.500557 0.478761 0.460938
0.165406 0.335841 0.464844
0.864677 0.812717 0.46875
0.0591366 0.504949 0.472656
0.373129 0.773424 0.476562
0.66524 0.0388283 0.480469
0.590482 0.218265 0.484375
0.72918 0.791656 0.488281
0.779344 0.268225 0.492188
0.526403 0.348653 0.496094
0.609242 0.772201 0.5
0.968201 0.594318 0.503906
0.744835 0.513262 0.507812
0.992492 0.463136 0.511719
0.898049 0.934139 0.515625
0.804934 0.999577 0.519531
0.205457 0.620362 0.523438
0.423986 0.629413 0.527344
0.0647215 0.0383295 0.53125
0.991982 0.142546 0.535156
0.99769 0.315586 0.539062
0.267159 0.50426 0.542969
0.0767562 0.723833 0.546875
0.0978815 0.379995 0.550781
0.46777 0.727298 0.554688
0.403886 0.076895 0.558594
0.803734 0.411188 0.5625
0.468561 0.220326 0.566406
0.0549661 0.959337 0.570312
0.675914 0.926113 0.574219
0.845276 0.723512 0.578125
0.168436 0.740742 0.582031
0.600934 0.0359153 0.585938
0.32476 0.676938 0.589844
0.670366 0.323557 0.59375
0.124122 0.152964 0.597656
0.987714 0.806288 0.601562
0.0576169 0.655617 0.605469
0.731165 0.0404531 0.609375
0.80091 0.149334 0.613281
0.362958 0.312299 0.617188
0.306084 0.561359 0.621094
0.618189 0.589797 0.625
0.273772 0.289325 0.628906
0.155449 0.834137 0.632812
0.894438 0.505661 0.636719
0.732311 0.572317 0.640625
0.856894 0.0770496 0.644531
0.592966 0.149696 0.648438
0.300995 0.0206887 0.652344
0.145195 0.274875 0.65625
0.485177 0.0107582 0.660156
0.263526 0.121279 0.664062
0.429153 0.996982 0.667969
0.548122 0.905917 0.671875
0.0525873 0.268723 0.675781
0.174032 0.0708815 0.679688
0.269676 0.679192 0.683594
0.815535 0.612586 0.6875
0.756168 0.932521 0.691406
0.489759 0.408977 0.695312
0.273466 0.795187 0.699219
0.907955 0.625516 0.703125
0.707641 0.378335 0.707031
0.338614 0.165118 0.710938
0.648533 0.262096 0.714844
0.839364 0.862904 0.71875
0.945907 0.3972 0.722656
0.559921 0.476415 0.726562
0.72493 0.699447 0.730469
0.821164 0.775043 0.734375
0.93677 0.0296898 0.738281
0.648806 0.69319 0.742188
0.303052 0.963358 0.746094
0.587633 0.350782 0.75
0.159312 0.529986 0.753906
0.949881 0.924324 0.757812
0.541762 0.25562 0.761719
0.0925552 0.844509 0.765625
0.14808 0.607621 0.769531
0.948818 0.346596 0.773438
0.785397 0.47122 0.777344
0.236449 0.750219 0.78125
0.909861 0.240734 0.785156
0.12326 0.93558 0.789062
0.544756 0.672664 0.792969
0.690983 0.500387 0.796875
0.704322 0.216729 0.800781
0.381322 0.950514 0.804688
0.212307 0.019765 0.808594
0.805376 0.686028 0.8125
0.00607646 0.931318 0.816406
0.417304 0.743063 0.820312
0.487636 0.154548 0.824219
0.386518 0.363143 0.828125
0.371591 0.648978 0.832031
0.396692 0.897311 0.835938
0.580152 0.996366 0.839844
0.706481 0.160342 0.84375
0.00838915 0.189407 0.847656
0.49348 0.0773762 0.851562
0.486683 0.933955 0.855469
0.837034 0.519427 0.859375
0.723046 0.327616 0.863281
0.00709853 0.516065 0.867188
0.443372 0.304296 0.871094
0.0827015 0.606373 0.875
0.383464 0.463755 0.878906
0.221532 0.39152 0.882812
0.175029 0.662737 0.886719
0.99939 0.546351 0.890625
0.313134 0.408816 0.894531
0.600421 0.421231 0.898438
0.599101 0.717375 0.902344
0.206981 0.927616 0.90625
0.802165 0.203851 0.910156
0.453399 0.845414 0.914062
0.673067 0.417857 0.917969
0.484196 0.610108 0.921875
0.254742 0.239571 0.925781
0.0416232 0.855113 0.929688
0.479156 0.986596 0.933594
0.623434 0.537019 0.9375
0.360849 0.0513721 0.941406
0.787715 0.878316 0.945312
0.670133 0.997449 0.949219
0.973672 0.200465 0.953125
0.327118 0.626609 0.957031
0.385487 0.130496 0.960938
0.884281 0.757975 0.964844
0.871994 0.425058 0.96875
0.0480085 0.373991 0.972656
0.500155 0.763671 0.976562
0.578676 0.0786397 0.980469
0.836402 0.3665 0.984375
0.328515 0.801654 0.988281
0.347253 0.723424 0.992188
0.0251604 0.00613207 0.996094
68 298
0.460736 0.693043 0
0.342435 0.162377 0.00390625
0.947296 0.0211163 0.0078125
0.0743453 0.988527 0.0117188
0.779346 0.834036 0.015625
0.929309 0.420001 0.0195312
0.084755 0.699434 0.0234375
0.361884 0.957386 0.0273438
0.643961 0.415091 0.03125
0.157916 0.402239 0.0351562
0.668732 0.101121 0.0390625
0.707796 0.641346 0.0429688
0.987329 0.694638 0.046875
0.400536 0.449454 0.0507812
0.26416 0.728153 0.0546875
0.584806 0.841488 0.0585938
0.823682 0.224151 0.0625
0.0809956 0.231483 0.0664062
0.937456 0.996532 0.0703125
0.254451 0.542067 0.0742188
0.524314 0.978547 0.078125
0.674892 0.948682 0.0820312
0.878251 0.578214 0.0859375
0.528587 0.185117 0.0898438
0.198479 0.127802 0.09375
0.983339 0.255745 0.0976562
0.972735 0.835929 0.101562
0.572174 0.539362 0.105469
0.227693 0.27264 0.109375
0.185233 0.87998 0.113281
0.782187 0.482844 0.117188
0.0539037 0.531958 0.121094
0.834915 0.712569 0.125
0.492885 0.356438 0.128906
0.789755 0.0112783 0.132812
0.718373 0.297059 0.136719
0.397353 0.821195 0.140625
0.388986 0.569771 0.144531
0.284566 0.420532 0.148438
0.222973 0.0242244 0.152344
0.588172 0.301759 0.15625
0.824742 0.34369 0.160156
0.355706 0.300947 0.164062
0.0809854 0.812332 0.167969
0.94999 0.13862 0.171875
0.46271 0.0915617 0.175781
0.181405 0.633992 0.179688
0.853437 0.11387 0.183594
0.254904 0.981273 0.1875
0.989245 0.53114 0.191406
0.788345 0.941774 0.195312
0.635604 0.741931 0.199219
0.665417 0.552938 0.203125
0.0359656 0.386076 0.207031
0.874403 0.889376 0.210938
0.363117 0.670195 0.214844
0.538254 0.443728 0.21875
0.290396 0.872887 0.222656
0.326917 0.0540824 0.226562
0.590909 0.634124 0.230469
0.423179 0.238347 0.234375
0.537638 0.757298 0.238281
0.643263 0.199398 0.242188
0.731108 0.176598 0.246094
0.683615 0.845787 0.25
0.56492 0.0738045 0.253906
0.483758 0.593965 0.257812
0.465344 0.886779 0.261719
0.16499 0.495297 0.265625
0.0790582 0.112023 0.269531
0.927139 0.331277 0.273438
0.163246 0.963531 0.277344
0.727585 0.743888 0.28125
0.882302 0.491862 0.285156
0.754618 0.086231 0.289062
0.79157 0.603407 0.292969
0.174843 0.753115 0.296875
0.293373 0.230324 0.300781
0.875604 0.790085 0.304688
0.460741 0.506496 0.308594
0.14899 0.318103 0.3125
0.286108 0.622714 0.316406
0.0157354 0.615914 0.320312
0.752558 0.39302 0.324219
0.00923938 0.0734847 0.328125
0.436576 0.982516 0.332031
0.00793844 0.907065 0.335938
0.407831 0.36463 0.339844
0.0985701 0.615664 0.34375
0.704513 0.470139 0.347656
0.59001 0.917028 0.351562
0.292162 0.344762 0.355469
0.965476 0.918787 0.359375
0.0916006 0.90242 0.363281
0.900966 0.660884 0.367188
0.145747 0.0651963 0.371094
0.327299 0.500251 0.375
0.957813 0.609293 0.378906
0.633447 0.0316043 0.382812
0.246872 0.812162 0.386719
0.912202 0.21332 0.390625
0.769189 0.680581 0.394531
0.856956 0.979616 0.398438
0.346798 0.758436 0.402344
0.997067 0.380726 0.40625
0.167248 0.214971 0.410156
0.0834216 0.456928 0.414062
0.603284 0.998878 0.417969
0.504495 0.274706 0.421875
0.742802 0.544124 0.425781
0.41675 0.162181 0.429688
0.441455 0.757583 0.433594
0.216284 0.443136 0.4375
0.00878125 0.768811 0.441406
0.652114 0.333375 0.445312
0.565932 0.374231 0.449219
0.39923 0.0547189 0.453125
0.843685 0.414343 0.457031
0.99615 0.766995 0.460938
0.00364969 0.988745 0.464844
0.551459 0.687324 0.46875
0.075441 0.304957 0.472656
0.0108262 0.174296 0.476562
0.735336 0.896333 0.480469
0.731275 0.999505 0.484375
0.419462 0.630276 0.488281
0.272357 0.136804 0.492188
0.994108 0.456059 0.496094
0.5871 0.236077 0.5
0.595376 0.478567 0.503906
0.863554 0.278472 0.507812
0.497169 0.813261 0.511719
0.220627 0.370267 0.515625
0.994013 0.0788573 0.519531
0.468942 0.427208 0.523438
0.79843 0.155848 0.527344
0.586848 0.146362 0.53125
0.399334 0.888614 0.535156
0.901051 0.0678006 0.539062
0.187725 0.553279 0.542969
0.227283 0.194678 0.546875
0.508537 0.0464002 0.550781
0.790468 0.759784 0.554688
0.133142 0.147087 0.558594
0.157803 0.696464 0.5625
0.783492 0.282338 0.566406
0.237437 0.92331 0.570312
0.16804 0.817767 0.574219
0.849125 0.633889 0.578125
0.936342 0.739058 0.582031
